,t(min),Te[K],Tc[K],dT[K],P[bar],Q[W],TR[K/W],alpha,beta,phase,GFE_Te[KJ/mol],GFE_Tc[KJ/mol],dG[KJ/mol]
0,00:00:00,306.15,306.15,0.0,0.4799603232799422,80,0.0,90,0,1,-1868.4049731139448,-1868.4049731139448,0.0
1,00:00:05,306.15,306.15,0.0,0.4799603232799422,80,0.0,90,0,1,-1868.4049731139448,-1868.4049731139448,0.0
2,00:00:10,306.15,306.15,0.0,0.4799603232799422,80,0.0,90,0,1,-1868.4049731139448,-1868.4049731139448,0.0
3,00:00:15,306.15,306.15,0.0,0.4799603232799422,80,0.0,90,0,1,-1868.4049731139448,-1868.4049731139448,0.0
4,00:00:20,306.15,306.15,0.0,0.4799603232799422,80,0.0,90,0,1,-1868.4049731139448,-1868.4049731139448,0.0
5,00:00:25,306.34999999999997,306.15,0.20000000000000284,0.4799603232799422,80,0.0025000000000000356,90,0,1,-1869.6255545107203,-1868.4049731139448,-1.2205813967755148
6,00:00:30,306.15,306.15,0.0,0.4799603232799422,80,0.0,90,0,1,-1868.4049731139448,-1868.4049731139448,0.0
7,00:00:35,306.34999999999997,306.15,0.20000000000000284,0.4799603232799422,80,0.0025000000000000356,90,0,1,-1869.6255545107203,-1868.4049731139448,-1.2205813967755148
8,00:00:40,306.15,306.15,0.0,0.4799603232799422,80,0.0,90,0,1,-1868.4049731139448,-1868.4049731139448,0.0
9,00:00:45,306.34999999999997,306.15,0.20000000000000284,0.4799603232799422,80,0.0025000000000000356,90,0,1,-1869.6255545107203,-1868.4049731139448,-1.2205813967755148
10,00:00:50,306.34999999999997,306.15,0.20000000000000284,0.4799603232799422,80,0.0025000000000000356,90,0,1,-1869.6255545107203,-1868.4049731139448,-1.2205813967755148
11,00:00:55,306.15,306.15,0.0,0.4799603232799422,80,0.0,90,0,1,-1868.4049731139448,-1868.4049731139448,0.0
12,00:01:00,306.15,306.15,0.0,0.4799603232799422,80,0.0,90,0,1,-1868.4049731139448,-1868.4049731139448,0.0
13,00:01:05,306.54999999999995,306.15,0.3999999999999986,0.4799603232799422,80,0.004999999999999982,90,0,1,-1870.8461359074954,-1868.4049731139448,-2.441162793550575
14,00:01:10,306.75,306.15,0.6000000000000014,0.4799603232799422,80,0.007500000000000018,90,0,1,-1872.0667173042712,-1868.4049731139448,-3.661744190326317
15,00:01:15,306.75,306.15,0.6000000000000014,0.4799603232799422,80,0.007500000000000018,90,0,1,-1872.0667173042712,-1868.4049731139448,-3.661744190326317
16,00:01:20,306.95,306.15,0.7999999999999972,0.4799603232799422,80,0.009999999999999964,90,0,1,-1873.2872987010467,-1868.4049731139448,-4.882325587101832
17,00:01:25,307.15,306.15,1.0,0.4799603232799422,80,0.0125,90,0,1,-1874.5078800978217,-1868.4049731139448,-6.102906983876892
18,00:01:30,307.15,306.4,0.75,0.4799603232799422,80,0.009375,90,0,1,-1874.5078800978217,-1869.930699859914,-4.577180237907669
19,00:01:35,307.54999999999995,306.15,1.3999999999999986,0.4799603232799422,80,0.01749999999999998,90,0,1,-1876.9490428913725,-1868.4049731139448,-8.544069777427694
20,00:01:40,307.54999999999995,306.15,1.3999999999999986,0.4799603232799422,80,0.01749999999999998,90,0,1,-1876.9490428913725,-1868.4049731139448,-8.544069777427694
21,00:01:45,307.95,306.15,1.7999999999999972,0.4799603232799422,80,0.022499999999999964,90,0,1,-1879.3902056849236,-1868.4049731139448,-10.985232570978724
22,00:01:50,307.95,306.4,1.5499999999999972,0.4799603232799422,80,0.019374999999999965,90,0,1,-1879.3902056849236,-1869.930699859914,-9.4595058250095
23,00:01:55,307.75,306.4,1.3500000000000014,0.4799603232799422,80,0.01687500000000002,90,0,1,-1878.169624288148,-1869.930699859914,-8.238924428233986
24,00:02:00,308.34999999999997,306.15,2.200000000000003,0.4799603232799422,80,0.027500000000000035,90,0,1,-1881.8313684784741,-1868.4049731139448,-13.426395364529299
25,00:02:05,308.34999999999997,306.4,1.9500000000000028,0.4799603232799422,80,0.024375000000000036,90,0,1,-1881.8313684784741,-1869.930699859914,-11.900668618560076
26,00:02:10,308.54999999999995,306.4,2.1499999999999986,0.4799603232799422,80,0.026874999999999982,90,0,1,-1883.0519498752494,-1869.930699859914,-13.121250015335363
